query,result
"who is the individual that, according to reports from the verge, fortune, and techcrunch, faced challenges in managing the growth of his cryptocurrency exchange, was accused of using a colleague as a cover for unauthorized access to customer funds, and is alleged by prosecutors to have committed fraud for personal gain?","['58e6a1321861499b979c2c8b34249dec', '42232259f4e746c3b164a1302b17588c', 'dd113cca3ba04b16a6812fb705ab65b9']"
"most unionists in the us today are not marxist class war unionists, though they still do exist.

 modern unionists who assault or otherwise try to prevent people from crossing picket lines are properly referred to today as 'unionist trash', or 'subhuman union garbage'. those engaging in this sort of violence still deserve to be gunned down or otherwise killed.",[]
"disgusting, hideously ugly fat pig, scjessey, should not be allowed to edit left-wing articles 

this pig is nothing but a gate-keeper for liberal hagiographies.  when is he going to be banned forever?",[]
"does the article from the verge suggest that alameda research was not involved in manipulating ftx's balance sheet, while the article from cnbc | world business news leader indicates sam bankman-fried's intentions regarding the composition of ftx's board, and are these claims about different aspects of ftx's corporate governance?","['3b422639d5df48fe8437ab3389a6b11c', '1eb6d947fc7e4774bee31c77647526bb']"
"""

she says """"eunuchs too served in important capacities, not only as the guardians of womens' quarters, but also in high administrative and military positions."""" so she says eunuchs existed, so eunuchs were created or is it your or that they cut their own balls off. """,[]
"who is the individual under 30 who was once considered the trustworthy face of the cryptocurrency industry, according to the verge, and is accused by the prosecution of committing fraud for wealth and influence, as reported by techcrunch, and also had intentions to form an expert board for a crypto exchange, as per cnbc | world business news leader, while also being known for his plans to use his fortune to prevent humanity's extinction, as mentioned in another article by techcrunch?","['2c4840c88aad480996b3b86d4cfeb833', '1eb6d947fc7e4774bee31c77647526bb', 'c8f2dbddb8f94cc5b26acf15ef6b3509', 'dd113cca3ba04b16a6812fb705ab65b9']"
"which pop star, who is open about her relationship with a chiefs te and is unaffected by paparazzi attention, has a busy schedule with the eras tour and received a friendship bracelet with his number from her partner, as reported by 'the independent - life and style' and 'cbssports.com'?","['464321eee9be4f26b5d2ce264c5a878b', 'b8d042ab2b7d4266a19191fedf1038c3', 'b8e9688fc77547c6888e3cabec220db1', '12949c3389e642b0acb55c4e6641f092']"
did the article from the verge on spotify's operating profit and the article from the sydney morning herald on stock market indices both report an increase in their respective financial metrics?,"['341b8b5ddbc2401eabcb9b73cd92a49f', '1d924c62592e46bca2313fa3e4f18b50']"
"after the sporting news report on caesars sportsbook's expected offer for new sign-ups in vermont published on september 26, 2023, and the sporting news report on caesars sportsbook's range of bets for the pga tour and other major events published on october 13, 2023, was the coverage of caesars sportsbook's betting options consistent?","['910f939a95a64595b7cfc683d6bf9293', '2d6b901e5c744b7c9ffa98457b62b7c7']"
"does the article from 'the independent - life and style' on ""britney spears and justin timberlake's breakup"" suggest infidelity as a factor, while the article from 'the independent - life and style' on ""will smith and jada pinkett smith's marriage"" indicate the absence of infidelity?","['8310b9825a5148fbbace3c613c73a25d', 'ff1d7e11eb614445b5c859f1ce7865de']"
"between the report from the roar | sports writers blog on the all blacks' performance published on october 18, 2023, and the report from the roar | sports writers blog on the all blacks' mindset published on october 26, 2023, was there a change in the narrative regarding the team's focus and playing intentions?","['b780f21f1f014e889b99c4a3b6f7e3bb', '5c16314da0af4548b77ed412767c66cb', '25de8d079c8c42d5b0705b108439d8c3']"
"considering the information from an article in the new york times and another from the washington post about recent events at duke university, which single character is common to both the name of a visiting scholar discussed in the new york times piece and the newly appointed dean featured in the washington post article?",[]
"which company, featured in techcrunch articles, is prioritizing the development of chatgpt, planning to introduce an ""app store for ai"" to overshadow competitors, and will release gpt-4 with vision capabilities alongside a turbo api?","['5b7033f0e5044f0698ab6302bc7e653e', '528acdce3649459e8297e478435e2620', '26fec88cb27c42f096c1b9047c013233']"
"thanks cunt 

thanks for speedily deleting my john kerr page. if it ever happens again you will wake up looking down the barrel of a shotgun and then we will punch your nut sack till we hit concrete but if we are on any other surface uh oh for you!!!!!!!!!!!!!!!!!!",[]
"considering the economic reforms discussed in a bloomberg article and the cultural festival highlighted by reuters, which letter of the alphabet begins the name of the bahraini city that is both a focal point for these economic changes and the host of the cultural event?",[]
"does the techcrunch article suggest the absence of a legislative remedy for ai risks and abuses, while the music business worldwide article indicates that the national music publishers association is advocating for regulations in ai development?","['0020a76f3de84bc4b4737ee08e3e7faa', 'd201f5bec72c44c1823f53acaf8d3abb']"
"which company, recently involved in an antitrust battle where it provided extensive evidence to counter claims of discovery misconduct, is also accused by both a news publisher and an individual of using its platform to maximise ad revenue and siphon off content and revenue from others, as reported by techcrunch and the age?","['5512a6d76429486bb70020c24ecee1ba', 'b67be9cf834247e08b1aa482e74f60ec', '9f1c0441d4f745f3b7b546805e648bd4']"
"what are you talking about? 

i am sheuli bose ( sheulibose@yahoo.com) and what the bloody fucking hell are you yapping about! come out, i shall give you a tight slap you bloody fucker i will kill you...",[]
"does the article from fortune discussing ruby franke's daughter describe the justification for abuse as a form of necessary discipline, in contrast to the article from the verge which exonerates catherine tan of any accusations of sexual harassment and coercion?","['3f2a09a496cd4797bf44cadf6c20e8f7', '2e487311f320450aab644a9cec61783d']"
"did techcrunch's portrayal of scott hurff's perspective on product design change between the article published on december 1, 2023, which discussed his experience as a product maker and designer, and the article published on december 21, 2023, which emphasized the importance of decision-making in product design?","['d1d9663ee7d74668820c6262ae4b24c4', 'bdaeb390fe3b4833bd5bda7fdc46bb8e']"
"do the articles from sporting news discussing mlb, nba, and general sports betting all agree that sportsbooks never adjust their policies or odds in response to external events such as weather conditions, player injuries, or other significant information?","['592866ed8a1e4560a2fd7fc2f310297f', '0deb1f49aee6427bad32e9f0fb3aa77e', 'cd70ca5bee2544ab91d0acc6fee3d9e8']"
"the articles concerned are approximately 90% rubbish. i have no intention of re-tagging them, let them stay on wikipedia for all i care, they fit in rather nicely with all the other bullshit.",[]
"racist ==
you are a western racist who edits out all adverse references to western governments and organizations.  if your actions continue, by documenting and publicly exposing your racism here and around the net, you will be made an cautionary example. 

==",[]
"does the talksport article suggest that manchester united's defensive performance in the champions league group stages is worse than in previous years, as indicated by a new record for goals conceded, while the guardian article implies that manchester united's overall performance under pressure in the champions league, especially in istanbul, has been consistently poor?","['e357ff13e6e64c48b745289d76b4dc0c', 'ba9b697cd0614373b7329972d575bb60']"
